visit_id,user_id,dow,interaction,purchase
v000193,u012058,Saturday,0,0
v000194,u014466,Wednesday,0,0
v000195,u023538,Monday,1,0
v000196,u042323,Tuesday,0,0
v000197,u014222,Sunday,0,0
v000198,u011179,Tuesday,0,0
v000199,u022754,Thursday,1,0
v000200,u047573,Thursday,0,0
v000201,u003964,Monday,0,0
v000202,u026523,Saturday,0,0
v000203,u038752,Tuesday,0,0
v000204,u024579,Monday,1,0
v000205,u043350,Thursday,0,0
v000206,u049463,Wednesday,0,0
v000207,u014974,Sunday,1,35
v000208,u028258,Tuesday,1,35
v000209,u021162,Thursday,0,0
v000210,u047318,Thursday,1,0
v000211,u048012,Saturday,0,0
v000212,u040228,Saturday,0,0
v000213,u038980,Wednesday,0,0
v000214,u030768,Friday,0,0
v000215,u010402,Sunday,0,0
v000216,u032571,Thursday,1,75
v000217,u004627,Sunday,1,35
v000218,u006642,Sunday,0,0
v000219,u027439,Wednesday,1,0
v000220,u038693,Sunday,0,0
v000221,u043644,Wednesday,0,0
v000222,u015239,Monday,0,0
v000223,u040801,Wednesday,1,35
v000224,u027828,Wednesday,1,75
v000225,u044341,Thursday,0,0
v000226,u032737,Monday,0,0
v000227,u011142,Tuesday,0,0
v000228,u040087,Monday,1,35
v000229,u049261,Monday,1,35
v000230,u046598,Friday,0,0
v000231,u002060,Sunday,0,0
v000232,u002568,Monday,0,0
v000233,u001968,Sunday,1,35
v000234,u024847,Saturday,0,0
v000235,u027022,Saturday,1,0
v000236,u010013,Thursday,0,0
v000237,u010295,Thursday,1,0
v000238,u003423,Wednesday,0,0
v000239,u006549,Wednesday,1,35
v000240,u022363,Wednesday,0,0
v000241,u015010,Monday,0,0
v000242,u025470,Saturday,0,0
v000243,u037849,Tuesday,0,0
v000244,u005249,Thursday,0,0
v000245,u022796,Wednesday,0,0
v000246,u029974,Friday,0,0
v000247,u040782,Friday,0,0
v000248,u008390,Monday,1,35
v000249,u000731,Tuesday,0,0
v000250,u026592,Thursday,0,0
v000251,u018510,Saturday,0,0
v000252,u017673,Saturday,1,75
v000253,u003476,Monday,0,0
v000254,u021634,Saturday,0,0
v000255,u020160,Monday,0,0
v000256,u019107,Sunday,1,0
v000257,u029843,Wednesday,0,0
v000258,u043025,Sunday,0,0
v000259,u038279,Friday,0,0
v000260,u009722,Friday,1,35
v000261,u046429,Thursday,1,0
v000262,u034261,Saturday,0,0
v000263,u032084,Sunday,0,0
v000264,u049928,Sunday,0,0
v000265,u028145,Monday,0,0
v000266,u020815,Friday,0,0
v000267,u033421,Wednesday,0,0
v000268,u039807,Sunday,0,0
v000269,u001156,Sunday,0,0
v000270,u043260,Tuesday,1,75
v000271,u042776,Sunday,0,0
v000272,u003075,Monday,1,0
v000273,u005741,Sunday,0,0
v000274,u046400,Tuesday,0,0
v000275,u045824,Wednesday,1,35
v000276,u003745,Thursday,1,75
v000277,u005000,Tuesday,0,0
v000278,u022689,Thursday,0,0
v000279,u032624,Thursday,1,0
v000280,u046284,Saturday,0,0
v000281,u002914,Monday,0,0
v000282,u044503,Saturday,1,0
v000283,u003592,Monday,0,0
v000284,u034415,Friday,1,35
v000285,u035885,Sunday,0,0
v000286,u033890,Sunday,1,0
v000287,u040421,Saturday,1,35
v000288,u031350,Sunday,0,0
v000289,u028244,Sunday,0,0
v000290,u038997,Wednesday,1,35
v000291,u018052,Monday,1,35
v000292,u047583,Monday,1,35
v000293,u020308,Wednesday,0,0
v000294,u001037,Thursday,1,0
v000295,u015575,Saturday,0,0
v000296,u027060,Saturday,0,0
v000297,u040098,Thursday,1,150
v000298,u046989,Sunday,0,0
v000299,u038063,Sunday,0,0
v000300,u048304,Monday,0,0
v000301,u024747,Saturday,0,0
v000302,u041054,Monday,0,0
v000303,u014487,Sunday,0,0
v000304,u049288,Tuesday,0,0
v000305,u036661,Tuesday,1,35
v000306,u038197,Tuesday,0,0
v000307,u010971,Tuesday,0,0
v000308,u011680,Monday,0,0
v000309,u008007,Thursday,0,0
v000310,u032630,Wednesday,1,0
v000311,u036489,Monday,0,0
v000312,u002196,Tuesday,0,0
v000313,u044388,Wednesday,0,0
v000314,u047639,Thursday,0,0
v000315,u006881,Wednesday,1,0
v000316,u020114,Wednesday,0,0
v000317,u042948,Tuesday,0,0
v000318,u008100,Monday,0,0
v000319,u038513,Tuesday,0,0
v000320,u027694,Monday,0,0
v000321,u006650,Monday,0,0
v000322,u010276,Monday,0,0
v000323,u027246,Saturday,0,0
v000324,u041549,Tuesday,1,0
v000325,u039445,Sunday,0,0
v000326,u046661,Thursday,0,0
v000327,u044043,Wednesday,0,0
v000328,u031037,Tuesday,0,0
v000329,u042215,Friday,0,0
v000330,u018746,Wednesday,1,0
v000331,u034250,Thursday,0,0
v000332,u039799,Thursday,0,0
v000333,u044480,Tuesday,1,0
v000334,u028839,Monday,0,0
v000335,u000896,Sunday,0,0
v000336,u048507,Sunday,1,35
v000337,u013598,Friday,0,0
v000338,u019270,Friday,0,0
v000339,u012353,Saturday,0,0
v000340,u004664,Tuesday,1,35
v000341,u030964,Sunday,0,0
v000342,u017975,Wednesday,1,0
v000343,u018610,Tuesday,0,0
v000344,u013687,Tuesday,0,0
v000345,u004390,Sunday,0,0
v000346,u032542,Wednesday,0,0
v000347,u048771,Sunday,1,75
v000348,u003156,Saturday,1,35
v000349,u031098,Sunday,0,0
v000350,u027450,Friday,1,0
v000351,u030424,Wednesday,1,35
v000352,u017532,Saturday,1,75
v000353,u045715,Tuesday,0,0
v000354,u025185,Tuesday,0,0
v000355,u018090,Saturday,0,0
v000356,u011692,Sunday,0,0
v000357,u007236,Thursday,1,0
v000358,u038839,Friday,1,0
v000359,u033261,Sunday,0,0
v000360,u027028,Monday,0,0
v000361,u047804,Sunday,0,0
v000362,u030525,Thursday,0,0
v000363,u004766,Thursday,0,0
v000364,u043337,Wednesday,0,0
v000365,u005477,Tuesday,0,0
v000366,u005248,Thursday,0,0
v000367,u019283,Monday,0,0
v000368,u036478,Sunday,0,0
v000369,u019474,Wednesday,0,0
v000370,u032925,Wednesday,1,75
v000371,u025986,Friday,1,0
v000372,u005458,Tuesday,0,0
v000373,u020632,Sunday,0,0
v000374,u040198,Saturday,0,0
v000375,u011470,Saturday,0,0
v000376,u034687,Wednesday,0,0
v000377,u032357,Thursday,1,35
v000378,u000499,Wednesday,0,0
v000379,u031918,Thursday,0,0
v000380,u011017,Monday,0,0
v000381,u049914,Sunday,0,0
v000382,u046864,Sunday,0,0
v000383,u003610,Friday,1,75
v000384,u032741,Thursday,1,0
v000385,u039296,Sunday,0,0
v000386,u030525,Saturday,0,0
v000387,u033434,Thursday,0,0
v000388,u006331,Monday,0,0
v000389,u015523,Thursday,0,0
v000390,u010045,Sunday,0,0
v000391,u032994,Wednesday,0,0
v000392,u040640,Saturday,0,0
v000393,u009159,Sunday,0,0
v000394,u040000,Friday,0,0
v000395,u020050,Wednesday,0,0
v000396,u021608,Thursday,0,0
v000397,u010587,Friday,0,0
v000398,u006093,Friday,0,0
v000399,u017808,Saturday,0,0
v000400,u047250,Thursday,1,75
v000401,u021637,Friday,1,0
v000402,u018894,Monday,0,0
v000403,u019299,Tuesday,0,0
v000404,u031276,Monday,1,35
v000405,u014317,Sunday,1,0
v000406,u014166,Friday,0,0
v000407,u023680,Tuesday,1,75
v000408,u024461,Saturday,0,0
v000409,u022090,Saturday,0,0
v000410,u013796,Saturday,0,0
v000411,u001494,Sunday,0,0
v000412,u046874,Monday,0,0
v000413,u029098,Tuesday,1,35
v000414,u039206,Thursday,0,0
v000415,u004523,Tuesday,0,0
v000416,u049465,Monday,0,0
v000417,u009383,Sunday,0,0
v000418,u003063,Tuesday,0,0
v000419,u021205,Monday,0,0
v000420,u047652,Sunday,0,0
v000421,u002807,Wednesday,0,0
v000422,u015358,Thursday,0,0
v000423,u040669,Saturday,1,0
v000424,u046546,Friday,1,0
v000425,u024439,Wednesday,0,0
v000426,u029999,Monday,1,0
v000427,u005997,Thursday,0,0
v000428,u048513,Thursday,1,0
v000429,u019026,Friday,0,0
v000430,u028907,Saturday,0,0
v000431,u038237,Saturday,0,0
v000432,u006713,Sunday,0,0
v000433,u007190,Saturday,1,35
v000434,u014490,Wednesday,0,0
v000435,u045322,Friday,0,0
v000436,u011270,Saturday,0,0
v000437,u013339,Monday,0,0
v000438,u044272,Wednesday,0,0
v000439,u018083,Thursday,0,0
v000440,u009383,Friday,1,75
v000441,u023044,Wednesday,0,0
v000442,u039819,Saturday,1,35
v000443,u042071,Wednesday,0,0
v000444,u039135,Sunday,0,0
v000445,u004645,Tuesday,0,0
v000446,u011035,Monday,0,0
v000447,u033099,Friday,0,0
v000448,u035000,Saturday,1,0
v000449,u002302,Tuesday,0,0
v000450,u024159,Saturday,0,0
v000451,u034450,Tuesday,1,35
v000452,u014544,Sunday,1,0
v000453,u049702,Saturday,0,0
v000454,u037618,Sunday,0,0
v000455,u041065,Thursday,1,35
v000456,u032796,Thursday,0,0
v000457,u040130,Sunday,0,0
v000458,u029803,Sunday,0,0
v000459,u040000,Sunday,1,75
v000460,u005329,Wednesday,0,0
v000461,u002261,Monday,0,0
v000462,u012145,Tuesday,0,0
v000463,u048743,Sunday,0,0
v000464,u042786,Tuesday,0,0
v000465,u039519,Monday,0,0
v000466,u004558,Sunday,0,0
v000467,u011470,Tuesday,0,0
v000468,u045838,Tuesday,1,35
v000469,u037034,Friday,0,0
v000470,u049007,Sunday,0,0
v000471,u029070,Monday,1,0
v000472,u015462,Friday,1,150
v000473,u040496,Saturday,0,0
v000474,u023013,Wednesday,0,0
v000475,u007667,Tuesday,0,0
v000476,u032367,Friday,0,0
v000477,u000918,Sunday,0,0
v000478,u007143,Tuesday,0,0
v000479,u034234,Tuesday,0,0
v000480,u027713,Tuesday,0,0
v000481,u027201,Thursday,1,35
v000482,u028771,Tuesday,0,0
v000483,u047985,Saturday,1,35
v000484,u046619,Friday,0,0
v000485,u049812,Sunday,1,0
v000486,u042947,Tuesday,1,0
v000487,u031282,Thursday,0,0
v000488,u015936,Thursday,0,0
v000489,u047354,Saturday,0,0
v000490,u025969,Thursday,0,0
v000491,u028624,Monday,0,0
v000492,u032886,Wednesday,0,0
v000493,u033754,Sunday,0,0
v000494,u048641,Saturday,0,0
v000495,u016937,Sunday,0,0
v000496,u013206,Wednesday,0,0
v000497,u045610,Saturday,0,0
v000498,u006223,Tuesday,0,0
v000499,u008024,Saturday,1,0
v000500,u040886,Wednesday,0,0
v000501,u012720,Tuesday,1,150
v000502,u022750,Sunday,1,0
v000503,u030338,Wednesday,1,35
v000504,u048941,Tuesday,0,0
v000505,u037096,Wednesday,0,0
v000506,u041377,Monday,0,0
v000507,u002629,Friday,0,0
v000508,u024833,Sunday,0,0
v000509,u035561,Sunday,0,0
v000510,u040427,Monday,1,0
v000511,u043470,Tuesday,1,0
v000512,u038527,Thursday,1,75
v000513,u021997,Wednesday,0,0
v000514,u048503,Monday,0,0
v000515,u032839,Friday,0,0
v000516,u031793,Sunday,1,35
v000517,u037924,Tuesday,0,0
v000518,u013290,Wednesday,0,0
v000519,u005390,Friday,0,0
v000520,u038830,Saturday,0,0
v000521,u026577,Sunday,0,0
v000522,u044222,Tuesday,1,35
v000523,u023152,Tuesday,0,0
v000524,u039171,Friday,1,150
v000525,u039051,Tuesday,0,0
v000526,u009398,Thursday,0,0
v000527,u047682,Monday,0,0
v000528,u012498,Sunday,0,0
v000529,u021740,Thursday,1,35
v000530,u024333,Thursday,1,0
v000531,u038925,Saturday,1,35
v000532,u025044,Monday,1,0
v000533,u006525,Sunday,0,0
v000534,u019717,Sunday,1,35
v000535,u035623,Sunday,0,0
v000536,u048588,Tuesday,0,0
v000537,u014622,Tuesday,0,0
v000538,u040440,Wednesday,0,0
v000539,u037768,Saturday,0,0
v000540,u012860,Friday,1,0
v000541,u031448,Monday,0,0
v000542,u019036,Thursday,0,0
v000543,u032516,Sunday,0,0
v000544,u014259,Sunday,0,0
v000545,u010707,Saturday,0,0
v000546,u011926,Sunday,0,0
v000547,u023129,Thursday,0,0
v000548,u026266,Wednesday,0,0
v000549,u020300,Monday,1,35
v000550,u038900,Wednesday,0,0
v000551,u031915,Thursday,1,75
v000552,u048831,Thursday,0,0
v000553,u019860,Sunday,0,0
v000554,u002193,Wednesday,0,0
v000555,u021991,Friday,0,0
v000556,u024252,Tuesday,0,0
v000557,u008213,Tuesday,0,0
v000558,u048770,Tuesday,0,0
v000559,u015086,Sunday,1,150
v000560,u049062,Sunday,0,0
v000561,u020770,Wednesday,0,0
v000562,u019491,Tuesday,0,0
v000563,u008083,Thursday,0,0
v000564,u048747,Sunday,0,0
v000565,u011831,Thursday,0,0
v000566,u031565,Wednesday,0,0
v000567,u041279,Saturday,1,35
v000568,u036116,Wednesday,0,0
v000569,u003500,Thursday,0,0
v000570,u030789,Sunday,0,0
v000571,u005391,Thursday,0,0
v000572,u016659,Sunday,0,0
v000573,u016256,Monday,0,0
v000574,u033978,Sunday,0,0
v000575,u002193,Wednesday,0,0
v000576,u033244,Thursday,0,0
v000577,u036271,Monday,0,0
v000578,u007997,Tuesday,0,0
v000579,u037960,Monday,1,35
v000580,u027772,Saturday,1,35
v000581,u044345,Thursday,0,0
v000582,u014599,Saturday,0,0
v000583,u040441,Saturday,0,0
v000584,u041020,Thursday,0,0
v000585,u028246,Friday,0,0
v000586,u021079,Saturday,0,0
v000587,u033629,Monday,0,0
v000588,u015987,Wednesday,1,35
v000589,u014657,Sunday,0,0
v000590,u025535,Tuesday,1,0
v000591,u019711,Friday,1,35
v000592,u002509,Monday,1,35
v000593,u004080,Friday,1,0
v000594,u014769,Saturday,0,0
v000595,u032641,Tuesday,0,0
v000596,u024954,Wednesday,1,75
v000597,u024848,Saturday,0,0
v000598,u030885,Monday,0,0
v000599,u047756,Sunday,1,0
v000600,u006646,Sunday,0,0
v000601,u011207,Monday,1,35
v000602,u026762,Friday,0,0
v000603,u013799,Wednesday,0,0
v000604,u022276,Tuesday,0,0
v000605,u009305,Friday,0,0
v000606,u041180,Sunday,0,0
v000607,u024494,Saturday,1,75
v000608,u000737,Wednesday,0,0
v000609,u047482,Sunday,0,0
v000610,u025306,Thursday,0,0
v000611,u011265,Saturday,0,0
v000612,u030976,Friday,1,0
v000613,u026917,Friday,0,0
v000614,u016814,Saturday,0,0
v000615,u030113,Thursday,1,75
v000616,u025308,Sunday,0,0
v000617,u043346,Sunday,0,0
v000618,u039167,Sunday,1,35
v000619,u032887,Saturday,0,0
v000620,u038835,Monday,0,0
v000621,u018128,Friday,0,0
v000622,u009895,Sunday,0,0
v000623,u021852,Sunday,1,35
v000624,u035872,Sunday,0,0
v000625,u006900,Sunday,1,0
v000626,u027836,Sunday,0,0
v000627,u013399,Saturday,0,0
v000628,u013366,Tuesday,0,0
v000629,u041602,Friday,0,0
v000630,u014770,Friday,1,0
v000631,u044843,Saturday,1,35
v000632,u004400,Wednesday,1,35
v000633,u045711,Friday,1,35
v000634,u044543,Wednesday,1,0
v000635,u014371,Monday,0,0
v000636,u034935,Saturday,1,35
v000637,u037149,Thursday,1,0
v000638,u038990,Sunday,0,0
v000639,u010473,Saturday,1,0
v000640,u000893,Thursday,1,75
v000641,u045741,Wednesday,1,0
v000642,u001161,Tuesday,0,0
v000643,u045250,Friday,1,0
v000644,u031556,Tuesday,0,0
v000645,u004615,Thursday,1,150
v000646,u015830,Saturday,0,0
v000647,u030318,Wednesday,0,0
v000648,u005395,Saturday,0,0
v000649,u012454,Thursday,0,0
v000650,u000062,Monday,0,0
v000651,u039281,Monday,0,0
v000652,u023065,Wednesday,0,0
v000653,u047457,Friday,0,0
v000654,u049517,Friday,0,0
v000655,u028855,Sunday,0,0
v000656,u018055,Saturday,0,0
v000657,u007785,Thursday,0,0
v000658,u027400,Monday,0,0
v000659,u025375,Thursday,0,0
v000660,u026176,Tuesday,0,0
v000661,u012590,Tuesday,0,0
v000662,u027007,Tuesday,1,0
v000663,u039305,Tuesday,0,0
v000664,u047652,Saturday,0,0
v000665,u046375,Wednesday,0,0
v000666,u004306,Saturday,0,0
v000667,u023786,Tuesday,0,0
v000668,u045671,Sunday,0,0
v000669,u022711,Saturday,0,0
v000670,u017032,Saturday,1,0
v000671,u029875,Saturday,0,0
v000672,u010220,Friday,0,0
v000673,u001561,Wednesday,0,0
v000674,u002386,Monday,0,0
v000675,u026553,Tuesday,0,0
v000676,u020185,Sunday,0,0
v000677,u033727,Monday,0,0
v000678,u007629,Sunday,0,0
v000679,u019012,Friday,0,0
v000680,u046801,Tuesday,0,0
v000681,u020890,Tuesday,1,75
v000682,u005759,Sunday,0,0
v000683,u014606,Wednesday,0,0
v000684,u040347,Saturday,0,0
v000685,u002205,Sunday,0,0
v000686,u048132,Saturday,0,0
v000687,u046239,Saturday,0,0
v000688,u014041,Thursday,0,0
v000689,u007948,Monday,0,0
v000690,u017138,Monday,1,0
v000691,u023368,Monday,1,75
v000692,u029520,Monday,0,0
v000693,u030963,Thursday,0,0
v000694,u044784,Wednesday,1,35
v000695,u003712,Wednesday,0,0
v000696,u039809,Tuesday,1,35
v000697,u038792,Sunday,1,0
v000698,u024897,Monday,0,0
v000699,u019520,Tuesday,0,0
v000700,u011013,Sunday,0,0
v000701,u022327,Friday,0,0
v000702,u010105,Thursday,0,0
v000703,u021836,Saturday,1,75
v000704,u002790,Sunday,0,0
v000705,u023802,Monday,0,0
v000706,u009333,Wednesday,0,0
v000707,u013313,Saturday,1,0
v000708,u010441,Monday,0,0
v000709,u045966,Saturday,1,0
v000710,u030178,Friday,1,75
v000711,u021255,Saturday,0,0
v000712,u017195,Sunday,0,0
v000713,u026019,Monday,1,0
v000714,u015796,Thursday,0,0
v000715,u003726,Saturday,1,0
v000716,u018212,Sunday,0,0
v000717,u037114,Tuesday,0,0
v000718,u007597,Tuesday,0,0
v000719,u019923,Monday,1,0
v000720,u025641,Thursday,0,0
v000721,u041729,Thursday,1,75
v000722,u017244,Tuesday,0,0
v000723,u014822,Thursday,1,0
v000724,u021437,Tuesday,1,0
v000725,u023671,Monday,0,0
v000726,u025137,Wednesday,0,0
v000727,u045686,Saturday,0,0
v000728,u042831,Sunday,0,0
v000729,u032952,Sunday,0,0
v000730,u002769,Sunday,0,0
v000731,u025878,Saturday,0,0
v000732,u028825,Saturday,1,0
v000733,u007331,Tuesday,1,35
v000734,u049841,Saturday,1,75
v000735,u044842,Thursday,0,0
v000736,u005730,Tuesday,1,0
v000737,u043285,Saturday,1,0
v000738,u019465,Monday,0,0
v000739,u005659,Tuesday,0,0
v000740,u026759,Tuesday,0,0
v000741,u022396,Monday,0,0
v000742,u039782,Friday,0,0
v000743,u010921,Tuesday,0,0
v000744,u026134,Wednesday,0,0
v000745,u006785,Thursday,0,0
v000746,u014825,Monday,0,0
v000747,u049951,Saturday,0,0
v000748,u034924,Thursday,0,0
v000749,u010014,Saturday,0,0
v000750,u048069,Monday,0,0
v000751,u029286,Friday,1,150
v000752,u031906,Friday,1,150
v000753,u032065,Tuesday,0,0
v000754,u010446,Tuesday,0,0
v000755,u015235,Wednesday,0,0
v000756,u016655,Thursday,0,0
v000757,u001940,Wednesday,0,0
v000758,u037081,Saturday,0,0
v000759,u047877,Wednesday,0,0
v000760,u019551,Friday,0,0
v000761,u029600,Wednesday,0,0
v000762,u023225,Saturday,0,0
v000763,u000033,Wednesday,0,0
v000764,u049075,Sunday,0,0
v000765,u049007,Wednesday,1,0
v000766,u047171,Wednesday,1,75
v000767,u017565,Monday,0,0
v000768,u045035,Thursday,1,150
v000769,u044709,Saturday,0,0
v000770,u035407,Wednesday,0,0
v000771,u020449,Thursday,0,0
v000772,u018179,Saturday,0,0
v000773,u021175,Tuesday,0,0
v000774,u032711,Friday,0,0
v000775,u042939,Monday,0,0
v000776,u022350,Saturday,0,0
v000777,u048192,Sunday,1,35
v000778,u008906,Saturday,1,0
v000779,u024325,Friday,0,0
v000780,u013610,Tuesday,0,0
v000781,u032103,Tuesday,0,0
v000782,u022775,Saturday,0,0
v000783,u047217,Sunday,0,0
v000784,u035545,Thursday,0,0
v000785,u017924,Monday,0,0
v000786,u042144,Sunday,1,75
v000787,u033662,Saturday,0,0
v000788,u034567,Wednesday,0,0
v000789,u003847,Monday,0,0
v000790,u007046,Saturday,0,0
v000791,u039813,Friday,0,0
v000792,u031408,Friday,0,0
v000793,u029577,Saturday,1,0
v000794,u037294,Friday,1,0
v000795,u035420,Tuesday,1,35
v000796,u022560,Sunday,0,0
v000797,u008800,Tuesday,0,0
v000798,u043748,Wednesday,0,0
v000799,u046156,Friday,1,0
v000800,u034040,Monday,1,75
v000801,u039692,Sunday,0,0
v000802,u017432,Sunday,0,0
v000803,u009058,Sunday,1,150
v000804,u001859,Wednesday,0,0
v000805,u018635,Monday,1,35
v000806,u028617,Tuesday,0,0
v000807,u038326,Thursday,0,0
v000808,u007527,Thursday,0,0
v000809,u049340,Sunday,0,0
v000810,u018276,Monday,0,0
v000811,u004496,Sunday,0,0
v000812,u045544,Friday,0,0
v000813,u027725,Saturday,0,0
v000814,u011523,Saturday,0,0
v000815,u003709,Thursday,0,0
v000816,u039541,Wednesday,0,0
v000817,u016475,Sunday,1,0
v000818,u043013,Monday,1,0
v000819,u035316,Saturday,0,0
