visit_id,user_id,dow,interaction,purchase
v000206,u022078,Wednesday,1,75
v000207,u040749,Wednesday,0,0
v000208,u021545,Sunday,0,0
v000209,u007560,Saturday,0,0
v000210,u024857,Thursday,0,0
v000211,u048020,Friday,1,150
v000212,u037498,Sunday,0,0
v000213,u025068,Monday,1,75
v000214,u003255,Friday,0,0
v000215,u008706,Monday,1,150
v000216,u047932,Saturday,0,0
v000217,u045626,Thursday,0,0
v000218,u042213,Friday,0,0
v000219,u027417,Friday,0,0
v000220,u006186,Saturday,0,0
v000221,u034427,Saturday,0,0
v000222,u026757,Sunday,1,35
v000223,u048321,Saturday,0,0
v000224,u002312,Wednesday,0,0
v000225,u027219,Friday,0,0
v000226,u034607,Wednesday,1,0
v000227,u046448,Saturday,1,0
v000228,u015923,Sunday,0,0
v000229,u042726,Tuesday,0,0
v000230,u042504,Monday,1,0
v000231,u032445,Saturday,0,0
v000232,u029524,Sunday,0,0
v000233,u049141,Tuesday,1,75
v000234,u025818,Wednesday,0,0
v000235,u006990,Tuesday,1,0
v000236,u022687,Thursday,0,0
v000237,u035311,Thursday,0,0
v000238,u026594,Wednesday,0,0
v000239,u022298,Tuesday,0,0
v000240,u003760,Tuesday,0,0
v000241,u013936,Saturday,1,75
v000242,u008945,Wednesday,0,0
v000243,u040703,Friday,0,0
v000244,u041608,Sunday,0,0
v000245,u024307,Tuesday,1,0
v000246,u020702,Saturday,1,75
v000247,u004254,Tuesday,0,0
v000248,u043782,Sunday,0,0
v000249,u019772,Tuesday,0,0
v000250,u013238,Friday,0,0
v000251,u014722,Monday,0,0
v000252,u025715,Friday,0,0
v000253,u006236,Tuesday,0,0
v000254,u038540,Wednesday,0,0
v000255,u040858,Tuesday,0,0
v000256,u038531,Sunday,0,0
v000257,u013071,Saturday,0,0
v000258,u044002,Wednesday,0,0
v000259,u034227,Tuesday,0,0
v000260,u034544,Friday,0,0
v000261,u027524,Wednesday,0,0
v000262,u008090,Saturday,0,0
v000263,u018133,Saturday,0,0
v000264,u033786,Monday,0,0
v000265,u033151,Thursday,1,0
v000266,u027925,Sunday,0,0
v000267,u033252,Sunday,0,0
v000268,u039217,Thursday,0,0
v000269,u036655,Wednesday,1,75
v000270,u010992,Sunday,0,0
v000271,u031032,Sunday,1,35
v000272,u044340,Sunday,1,0
v000273,u004801,Tuesday,1,0
v000274,u034789,Sunday,0,0
v000275,u046677,Saturday,1,75
v000276,u030811,Sunday,0,0
v000277,u028276,Saturday,1,75
v000278,u009606,Sunday,0,0
v000279,u039558,Tuesday,0,0
v000280,u046312,Monday,0,0
v000281,u037899,Sunday,0,0
v000282,u003382,Wednesday,1,150
v000283,u035925,Monday,0,0
v000284,u003328,Tuesday,0,0
v000285,u019510,Sunday,0,0
v000286,u002796,Sunday,1,150
v000287,u035543,Saturday,0,0
v000288,u017785,Sunday,0,0
v000289,u025011,Sunday,0,0
v000290,u044290,Saturday,0,0
v000291,u008426,Saturday,0,0
v000292,u012603,Sunday,0,0
v000293,u014755,Friday,0,0
v000294,u029389,Saturday,0,0
v000295,u010370,Wednesday,0,0
v000296,u013510,Thursday,0,0
v000297,u010807,Sunday,0,0
v000298,u047657,Sunday,0,0
v000299,u046428,Sunday,0,0
v000300,u028081,Friday,0,0
v000301,u049371,Thursday,1,35
v000302,u046693,Sunday,0,0
v000303,u030965,Tuesday,0,0
v000304,u010841,Tuesday,1,35
v000305,u019159,Tuesday,0,0
v000306,u002992,Friday,0,0
v000307,u003797,Sunday,0,0
v000308,u022463,Monday,0,0
v000309,u040977,Sunday,1,0
v000310,u033825,Tuesday,0,0
v000311,u022824,Sunday,0,0
v000312,u002257,Sunday,0,0
v000313,u048832,Monday,0,0
v000314,u044375,Thursday,0,0
v000315,u002079,Saturday,0,0
v000316,u025371,Tuesday,0,0
v000317,u035805,Sunday,0,0
v000318,u046996,Saturday,0,0
v000319,u036326,Friday,0,0
v000320,u002351,Wednesday,0,0
v000321,u024050,Thursday,0,0
v000322,u047700,Saturday,0,0
v000323,u037802,Tuesday,0,0
v000324,u033131,Friday,0,0
v000325,u008816,Monday,0,0
v000326,u032111,Friday,0,0
v000327,u028508,Monday,0,0
v000328,u042227,Monday,0,0
v000329,u023047,Saturday,0,0
v000330,u048701,Monday,0,0
v000331,u002373,Friday,0,0
v000332,u047214,Saturday,1,0
v000333,u015396,Tuesday,1,75
v000334,u017343,Monday,0,0
v000335,u002273,Sunday,0,0
v000336,u026065,Tuesday,0,0
v000337,u041357,Tuesday,0,0
v000338,u005031,Sunday,0,0
v000339,u014665,Wednesday,1,75
v000340,u000744,Friday,1,75
v000341,u029793,Friday,1,35
v000342,u044419,Sunday,1,0
v000343,u021671,Wednesday,1,0
v000344,u004313,Tuesday,0,0
v000345,u000860,Thursday,0,0
v000346,u007817,Saturday,0,0
v000347,u002446,Tuesday,0,0
v000348,u010591,Sunday,1,150
v000349,u012332,Tuesday,0,0
v000350,u004062,Thursday,0,0
v000351,u009710,Tuesday,0,0
v000352,u002811,Sunday,0,0
v000353,u004364,Monday,0,0
v000354,u028978,Tuesday,1,75
v000355,u047112,Friday,0,0
v000356,u002569,Saturday,1,0
v000357,u018935,Monday,1,35
v000358,u028073,Sunday,0,0
v000359,u017819,Monday,0,0
v000360,u049254,Tuesday,0,0
v000361,u030326,Sunday,0,0
v000362,u020450,Saturday,0,0
v000363,u026946,Monday,0,0
v000364,u027254,Saturday,0,0
v000365,u049605,Wednesday,0,0
v000366,u011660,Monday,0,0
v000367,u017199,Sunday,0,0
v000368,u012301,Thursday,0,0
v000369,u000644,Thursday,0,0
v000370,u028978,Tuesday,0,0
v000371,u040919,Tuesday,1,35
v000372,u015705,Wednesday,0,0
v000373,u048000,Friday,0,0
v000374,u035376,Saturday,0,0
v000375,u004358,Saturday,0,0
v000376,u040136,Tuesday,0,0
v000377,u010472,Saturday,0,0
v000378,u026126,Monday,1,150
v000379,u031309,Sunday,0,0
v000380,u021507,Tuesday,0,0
v000381,u034589,Tuesday,0,0
v000382,u028741,Wednesday,0,0
v000383,u013299,Thursday,0,0
v000384,u018491,Friday,0,0
v000385,u017403,Saturday,0,0
v000386,u044884,Saturday,0,0
v000387,u002563,Monday,0,0
v000388,u037912,Monday,0,0
v000389,u042890,Sunday,1,0
v000390,u033532,Friday,0,0
v000391,u019431,Sunday,0,0
v000392,u017427,Sunday,1,0
v000393,u017871,Friday,0,0
v000394,u046208,Wednesday,0,0
v000395,u030762,Sunday,0,0
v000396,u012865,Saturday,0,0
v000397,u033622,Thursday,0,0
v000398,u010006,Saturday,1,35
v000399,u010682,Saturday,0,0
v000400,u032876,Sunday,0,0
v000401,u026721,Thursday,0,0
v000402,u020246,Sunday,0,0
v000403,u035053,Friday,0,0
v000404,u010699,Friday,0,0
v000405,u026411,Friday,1,75
v000406,u005254,Thursday,1,75
v000407,u010696,Tuesday,0,0
v000408,u010538,Monday,0,0
v000409,u030302,Sunday,0,0
v000410,u000133,Friday,1,0
v000411,u026379,Friday,0,0
v000412,u033154,Tuesday,0,0
v000413,u001802,Thursday,0,0
v000414,u025346,Monday,0,0
v000415,u023884,Thursday,0,0
v000416,u002158,Tuesday,0,0
v000417,u007379,Tuesday,0,0
v000418,u027089,Saturday,0,0
v000419,u046774,Thursday,0,0
v000420,u019638,Monday,1,0
v000421,u036131,Tuesday,1,0
v000422,u016631,Wednesday,0,0
v000423,u008054,Thursday,0,0
v000424,u041951,Sunday,0,0
v000425,u027706,Saturday,1,0
v000426,u025159,Tuesday,0,0
v000427,u045239,Sunday,0,0
v000428,u044967,Friday,0,0
v000429,u033260,Monday,0,0
v000430,u048314,Monday,0,0
v000431,u029209,Friday,0,0
v000432,u021622,Sunday,1,35
v000433,u007200,Tuesday,1,75
v000434,u026613,Wednesday,0,0
v000435,u011600,Sunday,0,0
v000436,u043225,Monday,1,35
v000437,u027603,Thursday,0,0
v000438,u018915,Sunday,1,0
v000439,u010765,Tuesday,1,75
v000440,u034355,Friday,0,0
v000441,u018035,Sunday,0,0
v000442,u006818,Saturday,0,0
v000443,u005195,Wednesday,0,0
v000444,u016327,Wednesday,0,0
v000445,u014614,Saturday,0,0
v000446,u025248,Tuesday,0,0
v000447,u018520,Tuesday,1,35
v000448,u021532,Friday,0,0
v000449,u024727,Sunday,0,0
v000450,u017908,Sunday,0,0
v000451,u008978,Friday,0,0
v000452,u049979,Tuesday,0,0
v000453,u029929,Tuesday,0,0
v000454,u004876,Sunday,0,0
v000455,u002684,Sunday,1,0
v000456,u022551,Thursday,1,0
v000457,u025352,Wednesday,0,0
v000458,u011405,Friday,1,0
v000459,u040187,Wednesday,1,0
v000460,u004333,Sunday,0,0
v000461,u042163,Sunday,1,0
v000462,u048515,Tuesday,0,0
v000463,u002997,Sunday,0,0
v000464,u048588,Tuesday,0,0
v000465,u044120,Saturday,0,0
v000466,u044344,Friday,0,0
v000467,u048246,Thursday,0,0
v000468,u018403,Sunday,0,0
v000469,u002548,Tuesday,0,0
v000470,u001967,Thursday,0,0
v000471,u006438,Tuesday,0,0
v000472,u008781,Friday,0,0
v000473,u022967,Thursday,0,0
v000474,u034929,Tuesday,0,0
v000475,u020594,Sunday,0,0
v000476,u001216,Saturday,1,0
v000477,u030762,Monday,0,0
v000478,u046013,Tuesday,0,0
v000479,u032897,Wednesday,0,0
v000480,u019529,Thursday,1,0
v000481,u004324,Thursday,0,0
v000482,u008101,Sunday,0,0
v000483,u011965,Monday,1,0
v000484,u033175,Friday,0,0
v000485,u005024,Wednesday,1,0
v000486,u049432,Wednesday,0,0
v000487,u047436,Sunday,0,0
v000488,u025786,Sunday,0,0
v000489,u019974,Monday,1,150
v000490,u025245,Sunday,1,35
v000491,u044353,Sunday,0,0
v000492,u039082,Friday,0,0
v000493,u048626,Saturday,0,0
v000494,u017087,Sunday,1,75
v000495,u044489,Tuesday,0,0
v000496,u024811,Tuesday,0,0
v000497,u031524,Tuesday,0,0
v000498,u033555,Wednesday,1,35
v000499,u032675,Monday,0,0
v000500,u001373,Sunday,0,0
v000501,u010512,Wednesday,0,0
v000502,u049812,Thursday,0,0
v000503,u033806,Thursday,0,0
v000504,u028641,Thursday,0,0
v000505,u028545,Tuesday,0,0
v000506,u043884,Friday,0,0
v000507,u010699,Tuesday,0,0
v000508,u029079,Monday,0,0
v000509,u006850,Thursday,1,0
v000510,u021886,Wednesday,0,0
v000511,u045518,Monday,0,0
v000512,u004848,Tuesday,0,0
v000513,u032500,Sunday,0,0
v000514,u039708,Thursday,0,0
v000515,u018334,Thursday,0,0
v000516,u011429,Sunday,0,0
v000517,u008168,Thursday,1,35
v000518,u010797,Wednesday,0,0
v000519,u015625,Saturday,0,0
v000520,u042273,Thursday,1,75
v000521,u011319,Monday,1,75
v000522,u025684,Thursday,0,0
v000523,u036791,Saturday,0,0
v000524,u006473,Sunday,0,0
v000525,u002330,Tuesday,0,0
v000526,u020590,Friday,0,0
v000527,u023233,Monday,0,0
v000528,u037168,Thursday,0,0
v000529,u007891,Friday,0,0
v000530,u023160,Friday,1,75
v000531,u038711,Wednesday,0,0
v000532,u041412,Sunday,1,0
v000533,u016957,Saturday,1,35
v000534,u021549,Saturday,0,0
v000535,u034468,Sunday,0,0
v000536,u016219,Sunday,1,35
v000537,u018306,Tuesday,0,0
v000538,u047150,Saturday,0,0
v000539,u042452,Sunday,0,0
v000540,u024773,Wednesday,1,35
v000541,u003298,Tuesday,0,0
v000542,u010581,Friday,1,35
v000543,u026452,Thursday,0,0
v000544,u036832,Saturday,1,75
v000545,u035432,Saturday,0,0
v000546,u025355,Sunday,0,0
v000547,u025211,Friday,0,0
v000548,u044607,Tuesday,0,0
v000549,u016633,Wednesday,0,0
v000550,u000934,Thursday,1,0
v000551,u032869,Monday,1,0
v000552,u025248,Wednesday,0,0
v000553,u031174,Sunday,0,0
v000554,u017034,Friday,0,0
v000555,u029355,Monday,1,35
v000556,u044974,Tuesday,0,0
v000557,u017001,Sunday,0,0
v000558,u021060,Sunday,0,0
v000559,u046841,Monday,0,0
v000560,u015383,Monday,1,0
v000561,u044287,Thursday,1,0
v000562,u007568,Sunday,0,0
v000563,u001428,Saturday,0,0
v000564,u047991,Thursday,0,0
v000565,u029305,Friday,1,75
v000566,u021745,Thursday,0,0
v000567,u019722,Saturday,0,0
v000568,u009101,Thursday,0,0
v000569,u009792,Saturday,1,35
v000570,u029176,Friday,0,0
v000571,u027198,Sunday,1,0
v000572,u046985,Tuesday,0,0
v000573,u002480,Saturday,1,0
v000574,u026138,Sunday,1,35
v000575,u029158,Monday,0,0
v000576,u046627,Wednesday,1,35
v000577,u010684,Thursday,1,35
v000578,u041166,Tuesday,0,0
v000579,u044097,Monday,0,0
v000580,u030455,Thursday,0,0
v000581,u035035,Saturday,0,0
v000582,u025166,Friday,0,0
v000583,u045600,Thursday,0,0
v000584,u040078,Sunday,0,0
v000585,u042580,Wednesday,0,0
v000586,u025393,Tuesday,0,0
v000587,u026621,Sunday,0,0
v000588,u027480,Wednesday,0,0
v000589,u018598,Friday,1,0
v000590,u004637,Thursday,0,0
v000591,u008744,Wednesday,0,0
v000592,u039349,Saturday,0,0
v000593,u033379,Monday,0,0
v000594,u000217,Thursday,0,0
v000595,u027069,Monday,0,0
v000596,u031288,Thursday,0,0
v000597,u043112,Tuesday,0,0
v000598,u006239,Tuesday,0,0
v000599,u015721,Tuesday,0,0
v000600,u049423,Tuesday,0,0
v000601,u002871,Monday,0,0
v000602,u023688,Friday,0,0
v000603,u037661,Sunday,0,0
v000604,u008753,Thursday,0,0
v000605,u040336,Friday,1,35
v000606,u028816,Friday,0,0
v000607,u037060,Saturday,0,0
v000608,u009209,Tuesday,0,0
v000609,u007261,Friday,0,0
v000610,u015625,Sunday,0,0
v000611,u005061,Friday,1,75
v000612,u003115,Saturday,0,0
v000613,u011723,Wednesday,0,0
v000614,u020117,Wednesday,0,0
v000615,u008405,Thursday,1,75
v000616,u045610,Tuesday,0,0
v000617,u045957,Sunday,1,0
v000618,u021105,Saturday,0,0
v000619,u036340,Wednesday,0,0
v000620,u006348,Sunday,1,35
v000621,u021850,Monday,0,0
v000622,u005857,Saturday,0,0
v000623,u033747,Wednesday,0,0
v000624,u005846,Sunday,0,0
v000625,u002284,Saturday,0,0
v000626,u049762,Wednesday,0,0
v000627,u025066,Saturday,0,0
v000628,u022610,Thursday,1,75
v000629,u017040,Tuesday,0,0
v000630,u003702,Friday,0,0
v000631,u021519,Monday,0,0
v000632,u046817,Tuesday,0,0
v000633,u040254,Saturday,1,35
v000634,u017636,Monday,0,0
v000635,u031148,Tuesday,0,0
v000636,u027764,Saturday,0,0
v000637,u035446,Sunday,0,0
v000638,u016797,Sunday,0,0
v000639,u006660,Thursday,0,0
v000640,u046186,Thursday,0,0
v000641,u007987,Friday,0,0
v000642,u041099,Saturday,1,0
v000643,u037967,Friday,1,75
v000644,u013006,Saturday,0,0
v000645,u014718,Monday,1,0
v000646,u049579,Saturday,0,0
v000647,u003793,Sunday,0,0
v000648,u045322,Monday,0,0
v000649,u008131,Thursday,0,0
v000650,u011629,Friday,0,0
v000651,u041536,Thursday,0,0
v000652,u018201,Monday,0,0
v000653,u013351,Tuesday,1,75
v000654,u016609,Tuesday,0,0
v000655,u005578,Wednesday,1,0
v000656,u035609,Sunday,0,0
v000657,u020993,Sunday,1,35
v000658,u028659,Wednesday,0,0
v000659,u003842,Thursday,0,0
v000660,u045671,Monday,0,0
v000661,u049602,Tuesday,1,0
v000662,u033433,Monday,0,0
v000663,u001670,Sunday,0,0
v000664,u027889,Wednesday,1,0
v000665,u005281,Tuesday,0,0
v000666,u026374,Wednesday,0,0
v000667,u039125,Friday,0,0
v000668,u014292,Saturday,0,0
v000669,u002403,Tuesday,1,0
v000670,u028409,Thursday,0,0
v000671,u032323,Monday,0,0
v000672,u033489,Wednesday,0,0
v000673,u038529,Monday,0,0
v000674,u042921,Wednesday,0,0
v000675,u026008,Wednesday,0,0
v000676,u024962,Tuesday,1,35
v000677,u015179,Tuesday,1,0
v000678,u005473,Sunday,1,150
v000679,u004896,Saturday,0,0
v000680,u014146,Saturday,0,0
v000681,u015002,Monday,0,0
v000682,u022801,Monday,0,0
v000683,u007343,Sunday,0,0
v000684,u012231,Wednesday,0,0
v000685,u042271,Wednesday,0,0
v000686,u039518,Wednesday,0,0
v000687,u032127,Tuesday,0,0
v000688,u011757,Tuesday,0,0
v000689,u018152,Sunday,0,0
v000690,u023287,Friday,0,0
v000691,u035064,Sunday,0,0
v000692,u031861,Wednesday,0,0
v000693,u024042,Monday,0,0
v000694,u014873,Wednesday,0,0
v000695,u003316,Tuesday,1,35
v000696,u010044,Wednesday,0,0
v000697,u040576,Monday,1,0
v000698,u038164,Sunday,0,0
v000699,u037398,Friday,0,0
v000700,u028454,Tuesday,0,0
v000701,u046614,Friday,1,75
v000702,u027011,Friday,1,75
v000703,u035540,Thursday,0,0
v000704,u004826,Thursday,0,0
v000705,u004286,Thursday,0,0
v000706,u032296,Sunday,0,0
v000707,u012412,Tuesday,1,75
v000708,u007574,Wednesday,0,0
v000709,u045320,Friday,1,75
v000710,u002240,Thursday,0,0
v000711,u045065,Thursday,1,0
v000712,u015983,Tuesday,0,0
v000713,u027598,Sunday,0,0
v000714,u039033,Monday,0,0
v000715,u034606,Tuesday,1,75
v000716,u016785,Tuesday,0,0
v000717,u016323,Sunday,0,0
v000718,u037548,Sunday,0,0
v000719,u022771,Tuesday,0,0
v000720,u016500,Monday,0,0
v000721,u010238,Sunday,1,35
v000722,u014836,Wednesday,1,35
v000723,u025453,Friday,1,0
v000724,u007986,Thursday,0,0
v000725,u049499,Saturday,0,0
v000726,u001302,Monday,1,35
v000727,u028754,Saturday,0,0
v000728,u004866,Wednesday,1,75
v000729,u019964,Tuesday,0,0
v000730,u022111,Sunday,0,0
v000731,u027248,Thursday,0,0
v000732,u010074,Wednesday,0,0
v000733,u000068,Thursday,0,0
v000734,u005184,Sunday,1,0
v000735,u041133,Thursday,1,35
v000736,u018734,Saturday,0,0
v000737,u049657,Saturday,0,0
v000738,u026865,Monday,0,0
v000739,u036321,Sunday,0,0
v000740,u005240,Sunday,0,0
v000741,u031486,Saturday,0,0
v000742,u005157,Wednesday,0,0
v000743,u002408,Wednesday,1,35
v000744,u014897,Saturday,0,0
v000745,u009815,Saturday,0,0
v000746,u031823,Tuesday,0,0
v000747,u018984,Tuesday,1,75
v000748,u018883,Monday,0,0
v000749,u005101,Sunday,0,0
v000750,u011925,Thursday,0,0
v000751,u045304,Wednesday,0,0
v000752,u017157,Friday,0,0
v000753,u015071,Wednesday,0,0
v000754,u030216,Sunday,1,0
v000755,u000040,Tuesday,1,35
v000756,u046664,Sunday,0,0
v000757,u020274,Tuesday,0,0
v000758,u027728,Saturday,0,0
v000759,u035023,Friday,0,0
v000760,u010882,Tuesday,1,0
v000761,u015791,Monday,0,0
v000762,u025370,Sunday,0,0
v000763,u028687,Monday,0,0
v000764,u005394,Saturday,1,0
v000765,u004612,Sunday,0,0
v000766,u030952,Sunday,0,0
v000767,u038964,Wednesday,0,0
v000768,u039248,Thursday,0,0
v000769,u025935,Monday,1,0
v000770,u001581,Thursday,0,0
v000771,u021391,Tuesday,0,0
v000772,u000667,Monday,0,0
v000773,u047866,Sunday,0,0
v000774,u004611,Friday,0,0
v000775,u027087,Thursday,0,0
v000776,u005260,Tuesday,0,0
v000777,u018133,Sunday,1,0
v000778,u043482,Thursday,0,0
v000779,u013882,Saturday,1,0
v000780,u007758,Friday,0,0
v000781,u004298,Friday,0,0
v000782,u008117,Thursday,0,0
v000783,u023682,Thursday,1,0
v000784,u046895,Tuesday,0,0
v000785,u017143,Monday,1,75
v000786,u038979,Sunday,0,0
v000787,u010386,Wednesday,1,0
v000788,u017642,Saturday,0,0
v000789,u036875,Tuesday,0,0
v000790,u038716,Sunday,0,0
v000791,u035385,Sunday,0,0
v000792,u000699,Sunday,0,0
v000793,u003426,Friday,0,0
v000794,u032699,Saturday,0,0
v000795,u013188,Wednesday,1,0
v000796,u035869,Wednesday,0,0
v000797,u020198,Saturday,0,0
v000798,u038418,Wednesday,0,0
v000799,u035003,Monday,1,0
v000800,u042658,Saturday,0,0
v000801,u002265,Monday,0,0
v000802,u007871,Sunday,0,0
v000803,u037721,Friday,0,0
v000804,u043126,Thursday,0,0
v000805,u005238,Saturday,0,0
v000806,u019318,Thursday,1,35
v000807,u045013,Saturday,0,0
v000808,u026008,Friday,0,0
v000809,u011874,Saturday,1,75
v000810,u014061,Sunday,0,0
v000811,u003189,Saturday,0,0
v000812,u042978,Tuesday,0,0
v000813,u000619,Tuesday,0,0
v000814,u023997,Friday,1,0
v000815,u028909,Tuesday,0,0
v000816,u010855,Wednesday,0,0
v000817,u022845,Friday,1,35
v000818,u006762,Friday,0,0
